Position       	Rod_FR_Worth   	Rod_CR_Worth   
22.7530        	209.6655       	1028.7600      
22.7540        	209.6790       	1028.8338      
22.7550        	209.6925       	1028.9077      
22.7560        	209.7060       	1028.9815      
22.7570        	209.7195       	1029.0554      
22.7580        	209.7330       	1029.1292      
22.7590        	209.7465       	1029.2031      
22.7600        	209.7600       	1029.2769      
22.7610        	209.7735       	1029.3508      
22.7620        	209.7870       	1029.4246      
22.7630        	209.8005       	1029.4985      
22.7640        	209.8140       	1029.5723      
22.7650        	209.8275       	1029.6462      
22.7660        	209.8410       	1029.7200      
22.7670        	209.8545       	1029.7938      
22.7680        	209.8680       	1029.8677      
22.7690        	209.8815       	1029.9415      
22.7700        	209.8950       	1030.0154      
22.7710        	209.9085       	1030.0892      
22.7720        	209.9220       	1030.1631      
22.7730        	209.9355       	1030.2369      
22.7740        	209.9490       	1030.3108      
22.7750        	209.9625       	1030.3846      
22.7760        	209.9760       	1030.4585      
22.7770        	209.9895       	1030.5323      
22.7780        	210.0030       	1030.6062      
22.7790        	210.0165       	1030.6800      
22.7800        	210.0300       	1030.7538      
22.7810        	210.0435       	1030.8277      
22.7820        	210.0570       	1030.9015      
22.7830        	210.0705       	1030.9754      
22.7840        	210.0840       	1031.0492      
22.7850        	210.0975       	1031.1231      
22.7860        	210.1110       	1031.1969      
22.7870        	210.1245       	1031.2708      
22.7880        	210.1380       	1031.3446      
22.7890        	210.1515       	1031.4185      
22.7900        	210.1650       	1031.4923      
22.7910        	210.1785       	1031.5662      
22.7920        	210.1920       	1031.6400      
22.7930        	210.2055       	1031.7138      
22.7940        	210.2190       	1031.7877      
22.7950        	210.2325       	1031.8615      
22.7960        	210.2460       	1031.9354      
22.7970        	210.2595       	1032.0092      
22.7980        	210.2730       	1032.0831      
22.7990        	210.2865       	1032.1569      
22.8000        	210.3000       	1032.2308      
22.8010        	210.3135       	1032.3046      
22.8020        	210.3270       	1032.3785      
22.8030        	210.3405       	1032.4523      
22.8040        	210.3540       	1032.5262      
22.8050        	210.3675       	1032.6000      
22.8060        	210.3810       	1032.6738      
22.8070        	210.3945       	1032.7477      
22.8080        	210.4080       	1032.8215      
22.8090        	210.4215       	1032.8954      
22.8100        	210.4350       	1032.9692      
22.8110        	210.4485       	1033.0431      
22.8120        	210.4620       	1033.1169      
22.8130        	210.4755       	1033.1908      
22.8140        	210.4890       	1033.2646      
22.8150        	210.5025       	1033.3385      
22.8160        	210.5160       	1033.4123      
22.8170        	210.5295       	1033.4862      
22.8180        	210.5430       	1033.5600      
22.8190        	210.5565       	1033.6338      
22.8200        	210.5700       	1033.7077      
22.8210        	210.5835       	1033.7815      
22.8220        	210.5970       	1033.8554      
22.8230        	210.6105       	1033.9292      
22.8240        	210.6240       	1034.0031      
22.8250        	210.6375       	1034.0769      
22.8260        	210.6510       	1034.1508      
22.8270        	210.6645       	1034.2246      
22.8280        	210.6780       	1034.2985      
22.8290        	210.6915       	1034.3723      
22.8300        	210.7050       	1034.4462      
22.8310        	210.7185       	1034.5200      
22.8320        	210.7320       	1034.5938      
22.8330        	210.7455       	1034.6677      
22.8340        	210.7590       	1034.7415      
22.8350        	210.7725       	1034.8154      
22.8360        	210.7860       	1034.8892      
22.8370        	210.7995       	1034.9631      
22.8380        	210.8130       	1035.0369      
22.8390        	210.8265       	1035.1108      
22.8400        	210.8400       	1035.1846      
22.8410        	210.8535       	1035.2585      
22.8420        	210.8670       	1035.3323      
22.8430        	210.8805       	1035.4062      
22.8440        	210.8940       	1035.4800      
22.8450        	210.9075       	1035.5538      
22.8460        	210.9210       	1035.6277      
22.8470        	210.9345       	1035.7015      
22.8480        	210.9480       	1035.7754      
22.8490        	210.9615       	1035.8492      
22.8500        	210.9750       	1035.9231      
22.8510        	210.9885       	1035.9969      
22.8520        	211.0020       	1036.0708      
22.8530        	211.0155       	1036.1446      
22.8540        	211.0290       	1036.2185      
22.8550        	211.0425       	1036.2923      
22.8560        	211.0560       	1036.3662      
22.8570        	211.0695       	1036.4400      
22.8580        	211.0830       	1036.5138      
22.8590        	211.0965       	1036.5877      
22.8600        	211.1100       	1036.6615      
22.8610        	211.1235       	1036.7354      
22.8620        	211.1370       	1036.8092      
22.8630        	211.1505       	1036.8831      
22.8640        	211.1640       	1036.9569      
22.8650        	211.1775       	1037.0308      
22.8660        	211.1910       	1037.1046      
22.8670        	211.2045       	1037.1785      
22.8680        	211.2180       	1037.2523      
22.8690        	211.2315       	1037.3262      
22.8700        	211.2450       	1037.4000      
22.8710        	211.2585       	1037.4738      
22.8720        	211.2720       	1037.5477      
22.8730        	211.2855       	1037.6215      
22.8740        	211.2990       	1037.6954      
22.8750        	211.3125       	1037.7692      
22.8760        	211.3260       	1037.8431      
22.8770        	211.3395       	1037.9169      
22.8780        	211.3530       	1037.9908      
22.8790        	211.3665       	1038.0646      
22.8800        	211.3800       	1038.1385      
22.8810        	211.3935       	1038.2123      
22.8820        	211.4070       	1038.2862      
22.8830        	211.4205       	1038.3600      
22.8840        	211.4340       	1038.4338      
22.8850        	211.4475       	1038.5077      
22.8860        	211.4610       	1038.5815      
22.8870        	211.4745       	1038.6554      
22.8880        	211.4880       	1038.7292      
22.8890        	211.5015       	1038.8031      
22.8900        	211.5150       	1038.8769      
22.8910        	211.5285       	1038.9508      
22.8920        	211.5420       	1039.0246      
22.8930        	211.5555       	1039.0985      
22.8940        	211.5690       	1039.1723      
22.8950        	211.5825       	1039.2462      
22.8960        	211.5960       	1039.3200      
22.8970        	211.6095       	1039.3938      
22.8980        	211.6230       	1039.4677      
22.8990        	211.6365       	1039.5415      
22.9000        	211.6500       	1039.6154      
22.9010        	211.6635       	1039.6892      
22.9020        	211.6770       	1039.7631      
22.9030        	211.6905       	1039.8369      
22.9040        	211.7040       	1039.9108      
22.9050        	211.7175       	1039.9846      
22.9060        	211.7310       	1040.0585      
22.9070        	211.7445       	1040.1323      
22.9080        	211.7580       	1040.2062      
22.9090        	211.7715       	1040.2800      
22.9100        	211.7850       	1040.3538      
22.9110        	211.7985       	1040.4277      
22.9120        	211.8120       	1040.5015      
22.9130        	211.8255       	1040.5754      
22.9140        	211.8390       	1040.6492      
22.9150        	211.8525       	1040.7231      
22.9160        	211.8660       	1040.7969      
22.9170        	211.8795       	1040.8708      
22.9180        	211.8930       	1040.9446      
22.9190        	211.9065       	1041.0185      
22.9200        	211.9200       	1041.0923      
22.9210        	211.9335       	1041.1662      
22.9220        	211.9470       	1041.2400      
22.9230        	211.9605       	1041.3138      
22.9240        	211.9740       	1041.3877      
22.9250        	211.9875       	1041.4615      
22.9260        	212.0010       	1041.5354      
22.9270        	212.0145       	1041.6092      
22.9280        	212.0280       	1041.6831      
22.9290        	212.0415       	1041.7569      
22.9300        	212.0550       	1041.8308      
22.9310        	212.0685       	1041.9046      
22.9320        	212.0820       	1041.9785      
22.9330        	212.0955       	1042.0523      
22.9340        	212.1090       	1042.1262      
22.9350        	212.1225       	1042.2000      
22.9360        	212.1360       	1042.2738      
22.9370        	212.1495       	1042.3477      
22.9380        	212.1630       	1042.4215      
22.9390        	212.1765       	1042.4954      
22.9400        	212.1900       	1042.5692      
22.9410        	212.2035       	1042.6431      
22.9420        	212.2170       	1042.7169      
22.9430        	212.2305       	1042.7908      
22.9440        	212.2440       	1042.8646      
22.9450        	212.2575       	1042.9385      
22.9460        	212.2710       	1043.0123      
22.9470        	212.2845       	1043.0862      
22.9480        	212.2980       	1043.1600      
22.9490        	212.3115       	1043.2338      
22.9500        	212.3250       	1043.3077      
22.9510        	212.3385       	1043.3815      
22.9520        	212.3520       	1043.4554      
22.9530        	212.3655       	1043.5292      
22.9540        	212.3790       	1043.6031      
22.9550        	212.3925       	1043.6769      
22.9560        	212.4060       	1043.7508      
22.9570        	212.4195       	1043.8246      
22.9580        	212.4330       	1043.8985      
22.9590        	212.4465       	1043.9723      
22.9600        	212.4600       	1044.0462      
22.9610        	212.4735       	1044.1200      
22.9620        	212.4870       	1044.1938      
22.9630        	212.5005       	1044.2677      
22.9640        	212.5140       	1044.3415      
22.9650        	212.5275       	1044.4154      
22.9660        	212.5410       	1044.4892      
22.9670        	212.5545       	1044.5631      
22.9680        	212.5680       	1044.6369      
22.9690        	212.5815       	1044.7108      
22.9700        	212.5950       	1044.7846      
22.9710        	212.6085       	1044.8585      
22.9720        	212.6220       	1044.9323      
22.9730        	212.6355       	1045.0062      
22.9740        	212.6490       	1045.0800      
22.9750        	212.6625       	1045.1538      
22.9760        	212.6760       	1045.2277      
22.9770        	212.6895       	1045.3015      
22.9780        	212.7030       	1045.3754      
22.9790        	212.7165       	1045.4492      
22.9800        	212.7300       	1045.5231      
22.9810        	212.7435       	1045.5969      
22.9820        	212.7570       	1045.6708      
22.9830        	212.7705       	1045.7446      
22.9840        	212.7840       	1045.8185      
22.9850        	212.7975       	1045.8923      
22.9860        	212.8110       	1045.9662      
22.9870        	212.8245       	1046.0400      
22.9880        	212.8380       	1046.1138      
22.9890        	212.8515       	1046.1877      
22.9900        	212.8650       	1046.2615      
22.9910        	212.8785       	1046.3354      
22.9920        	212.8920       	1046.4092      
22.9930        	212.9055       	1046.4831      
22.9940        	212.9190       	1046.5569      
22.9950        	212.9325       	1046.6308      
22.9960        	212.9460       	1046.7046      
22.9970        	212.9595       	1046.7785      
22.9980        	212.9730       	1046.8523      
22.9990        	212.9865       	1046.9262      
23.0000        	213.0000       	1047.0000      
23.0010        	213.0000       	1047.0000      
23.0020        	213.0000       	1047.0000      
23.0030        	213.0000       	1047.0000      
23.0040        	213.0000       	1047.0000      
23.0050        	213.0000       	1047.0000      
23.0060        	213.0000       	1047.0000      
23.0070        	213.0000       	1047.0000      
23.0080        	213.0000       	1047.0000      
23.0090        	213.0000       	1047.0000      
23.0100        	213.0000       	1047.0000      
23.0110        	213.0000       	1047.0000      
23.0120        	213.0000       	1047.0000      
23.0130        	213.0000       	1047.0000      
23.0140        	213.0000       	1047.0000      
23.0150        	213.0000       	1047.0000      
23.0160        	213.0000       	1047.0000      
23.0170        	213.0000       	1047.0000      
23.0180        	213.0000       	1047.0000      
23.0190        	213.0000       	1047.0000      
23.0200        	213.0000       	1047.0000      
23.0210        	213.0000       	1047.0000      
23.0220        	213.0000       	1047.0000      
23.0230        	213.0000       	1047.0000      
23.0240        	213.0000       	1047.0000      
23.0250        	213.0000       	1047.0000      
23.0260        	213.0000       	1047.0000      
23.0270        	213.0000       	1047.0000      
23.0280        	213.0000       	1047.0000      
23.0290        	213.0000       	1047.0000      
23.0300        	213.0000       	1047.0000      
23.0310        	213.0000       	1047.0000      
23.0320        	213.0000       	1047.0000      
23.0330        	213.0000       	1047.0000      
23.0340        	213.0000       	1047.0000      
23.0350        	213.0000       	1047.0000      
23.0360        	213.0000       	1047.0000      
23.0370        	213.0000       	1047.0000      
23.0380        	213.0000       	1047.0000      
23.0390        	213.0000       	1047.0000      
23.0400        	213.0000       	1047.0000      
23.0410        	213.0000       	1047.0000      
23.0420        	213.0000       	1047.0000      
23.0430        	213.0000       	1047.0000      
23.0440        	213.0000       	1047.0000      
23.0450        	213.0000       	1047.0000      
23.0460        	213.0000       	1047.0000      
23.0470        	213.0000       	1047.0000      
23.0480        	213.0000       	1047.0000      
23.0490        	213.0000       	1047.0000      
23.0500        	213.0000       	1047.0000      
23.0510        	213.0000       	1047.0000      
23.0520        	213.0000       	1047.0000      
23.0530        	213.0000       	1047.0000      
23.0540        	213.0000       	1047.0000      
23.0550        	213.0000       	1047.0000      
23.0560        	213.0000       	1047.0000      
23.0570        	213.0000       	1047.0000      
23.0580        	213.0000       	1047.0000      
23.0590        	213.0000       	1047.0000      
23.0600        	213.0000       	1047.0000      
23.0610        	213.0000       	1047.0000      
23.0620        	213.0000       	1047.0000      
23.0630        	213.0000       	1047.0000      
23.0640        	213.0000       	1047.0000      
23.0650        	213.0000       	1047.0000      
23.0660        	213.0000       	1047.0000      
23.0670        	213.0000       	1047.0000      
23.0680        	213.0000       	1047.0000      
23.0690        	213.0000       	1047.0000      
23.0700        	213.0000       	1047.0000      
23.0710        	213.0000       	1047.0000      
23.0720        	213.0000       	1047.0000      
23.0730        	213.0000       	1047.0000      
23.0740        	213.0000       	1047.0000      
23.0750        	213.0000       	1047.0000      
23.0760        	213.0000       	1047.0000      
23.0770        	213.0000       	1047.0000      
23.0780        	213.0000       	1047.0000      
23.0790        	213.0000       	1047.0000      
23.0800        	213.0000       	1047.0000      
23.0810        	213.0000       	1047.0000      
23.0820        	213.0000       	1047.0000      
23.0830        	213.0000       	1047.0000      
23.0840        	213.0000       	1047.0000      
23.0850        	213.0000       	1047.0000      
23.0860        	213.0000       	1047.0000      
23.0870        	213.0000       	1047.0000      
23.0880        	213.0000       	1047.0000      
23.0890        	213.0000       	1047.0000      
23.0900        	213.0000       	1047.0000      
23.0910        	213.0000       	1047.0000      
23.0920        	213.0000       	1047.0000      
23.0930        	213.0000       	1047.0000      
23.0940        	213.0000       	1047.0000      
23.0950        	213.0000       	1047.0000      
23.0960        	213.0000       	1047.0000      
23.0970        	213.0000       	1047.0000      
23.0980        	213.0000       	1047.0000      
23.0990        	213.0000       	1047.0000      
23.1000        	213.0000       	1047.0000      
23.1010        	213.0000       	1047.0000      
23.1020        	213.0000       	1047.0000      
23.1030        	213.0000       	1047.0000      
23.1040        	213.0000       	1047.0000      
23.1050        	213.0000       	1047.0000      
23.1060        	213.0000       	1047.0000      
23.1070        	213.0000       	1047.0000      
23.1080        	213.0000       	1047.0000      
23.1090        	213.0000       	1047.0000      
23.1100        	213.0000       	1047.0000      
23.1110        	213.0000       	1047.0000      
23.1120        	213.0000       	1047.0000      
23.1130        	213.0000       	1047.0000      
23.1140        	213.0000       	1047.0000      
23.1150        	213.0000       	1047.0000      
23.1160        	213.0000       	1047.0000      
23.1170        	213.0000       	1047.0000      
23.1180        	213.0000       	1047.0000      
23.1190        	213.0000       	1047.0000      
23.1200        	213.0000       	1047.0000      
23.1210        	213.0000       	1047.0000      
23.1220        	213.0000       	1047.0000      
23.1230        	213.0000       	1047.0000      
23.1240        	213.0000       	1047.0000      
23.1250        	213.0000       	1047.0000      
23.1260        	213.0000       	1047.0000      
23.1270        	213.0000       	1047.0000      
23.1280        	213.0000       	1047.0000      
23.1290        	213.0000       	1047.0000      
23.1300        	213.0000       	1047.0000      
23.1310        	213.0000       	1047.0000      
23.1320        	213.0000       	1047.0000      
23.1330        	213.0000       	1047.0000      
23.1340        	213.0000       	1047.0000      
23.1350        	213.0000       	1047.0000      
23.1360        	213.0000       	1047.0000      
23.1370        	213.0000       	1047.0000      
23.1380        	213.0000       	1047.0000      
23.1390        	213.0000       	1047.0000      
23.1400        	213.0000       	1047.0000      
23.1410        	213.0000       	1047.0000      
23.1420        	213.0000       	1047.0000      
23.1430        	213.0000       	1047.0000      
23.1440        	213.0000       	1047.0000      
23.1450        	213.0000       	1047.0000      
23.1460        	213.0000       	1047.0000      
23.1470        	213.0000       	1047.0000      
23.1480        	213.0000       	1047.0000      
23.1490        	213.0000       	1047.0000      
23.1500        	213.0000       	1047.0000      
23.1510        	213.0000       	1047.0000      
23.1520        	213.0000       	1047.0000      
23.1530        	213.0000       	1047.0000      
23.1540        	213.0000       	1047.0000      
23.1550        	213.0000       	1047.0000      
23.1560        	213.0000       	1047.0000      
23.1570        	213.0000       	1047.0000      
23.1580        	213.0000       	1047.0000      
23.1590        	213.0000       	1047.0000      
23.1600        	213.0000       	1047.0000      
23.1610        	213.0000       	1047.0000      
23.1620        	213.0000       	1047.0000      
23.1630        	213.0000       	1047.0000      
23.1640        	213.0000       	1047.0000      
23.1650        	213.0000       	1047.0000      
23.1660        	213.0000       	1047.0000      
23.1670        	213.0000       	1047.0000      
23.1680        	213.0000       	1047.0000      
23.1690        	213.0000       	1047.0000      
23.1700        	213.0000       	1047.0000      
23.1710        	213.0000       	1047.0000      
23.1720        	213.0000       	1047.0000      
23.1730        	213.0000       	1047.0000      
23.1740        	213.0000       	1047.0000      
23.1750        	213.0000       	1047.0000      
23.1760        	213.0000       	1047.0000      
23.1770        	213.0000       	1047.0000      
23.1780        	213.0000       	1047.0000      
23.1790        	213.0000       	1047.0000      
23.1800        	213.0000       	1047.0000      
23.1810        	213.0000       	1047.0000      
23.1820        	213.0000       	1047.0000      
23.1830        	213.0000       	1047.0000      
23.1840        	213.0000       	1047.0000      
23.1850        	213.0000       	1047.0000      
23.1860        	213.0000       	1047.0000      
23.1870        	213.0000       	1047.0000      
23.1880        	213.0000       	1047.0000      
23.1890        	213.0000       	1047.0000      
23.1900        	213.0000       	1047.0000      
23.1910        	213.0000       	1047.0000      
23.1920        	213.0000       	1047.0000      
23.1930        	213.0000       	1047.0000      
23.1940        	213.0000       	1047.0000      
23.1950        	213.0000       	1047.0000      
23.1960        	213.0000       	1047.0000      
23.1970        	213.0000       	1047.0000      
23.1980        	213.0000       	1047.0000      
23.1990        	213.0000       	1047.0000      
23.2000        	213.0000       	1047.0000      
23.2010        	213.0000       	1047.0000      
23.2020        	213.0000       	1047.0000      
23.2030        	213.0000       	1047.0000      
23.2040        	213.0000       	1047.0000      
23.2050        	213.0000       	1047.0000      
23.2060        	213.0000       	1047.0000      
23.2070        	213.0000       	1047.0000      
23.2080        	213.0000       	1047.0000      
23.2090        	213.0000       	1047.0000      
23.2100        	213.0000       	1047.0000      
23.2110        	213.0000       	1047.0000      
23.2120        	213.0000       	1047.0000      
23.2130        	213.0000       	1047.0000      
23.2140        	213.0000       	1047.0000      
23.2150        	213.0000       	1047.0000      
23.2160        	213.0000       	1047.0000      
23.2170        	213.0000       	1047.0000      
23.2180        	213.0000       	1047.0000      
23.2190        	213.0000       	1047.0000      
23.2200        	213.0000       	1047.0000      
23.2210        	213.0000       	1047.0000      
23.2220        	213.0000       	1047.0000      
23.2230        	213.0000       	1047.0000      
23.2240        	213.0000       	1047.0000      
23.2250        	213.0000       	1047.0000      
23.2260        	213.0000       	1047.0000      
23.2270        	213.0000       	1047.0000      
23.2280        	213.0000       	1047.0000      
23.2290        	213.0000       	1047.0000      
23.2300        	213.0000       	1047.0000      
23.2310        	213.0000       	1047.0000      
23.2320        	213.0000       	1047.0000      
23.2330        	213.0000       	1047.0000      
23.2340        	213.0000       	1047.0000      
23.2350        	213.0000       	1047.0000      
23.2360        	213.0000       	1047.0000      
23.2370        	213.0000       	1047.0000      
23.2380        	213.0000       	1047.0000      
23.2390        	213.0000       	1047.0000      
23.2400        	213.0000       	1047.0000      
23.2410        	213.0000       	1047.0000      
23.2420        	213.0000       	1047.0000      
23.2430        	213.0000       	1047.0000      
23.2440        	213.0000       	1047.0000      
23.2450        	213.0000       	1047.0000      
23.2460        	213.0000       	1047.0000      
23.2470        	213.0000       	1047.0000      
23.2480        	213.0000       	1047.0000      
23.2490        	213.0000       	1047.0000      
23.2500        	213.0000       	1047.0000      
23.2510        	213.0000       	1047.0000      
23.2520        	213.0000       	1047.0000      
23.2530        	213.0000       	1047.0000      
23.2540        	213.0000       	1047.0000      
23.2550        	213.0000       	1047.0000      
23.2560        	213.0000       	1047.0000      
23.2570        	213.0000       	1047.0000      
23.2580        	213.0000       	1047.0000      
23.2590        	213.0000       	1047.0000      
23.2600        	213.0000       	1047.0000      
23.2610        	213.0000       	1047.0000      
23.2620        	213.0000       	1047.0000      
23.2630        	213.0000       	1047.0000      
23.2640        	213.0000       	1047.0000      
23.2650        	213.0000       	1047.0000      
23.2660        	213.0000       	1047.0000      
23.2670        	213.0000       	1047.0000      
23.2680        	213.0000       	1047.0000      
23.2690        	213.0000       	1047.0000      
23.2700        	213.0000       	1047.0000      
23.2710        	213.0000       	1047.0000      
23.2720        	213.0000       	1047.0000      
23.2730        	213.0000       	1047.0000      
23.2740        	213.0000       	1047.0000      
23.2750        	213.0000       	1047.0000      
23.2760        	213.0000       	1047.0000      
23.2770        	213.0000       	1047.0000      
23.2780        	213.0000       	1047.0000      
23.2790        	213.0000       	1047.0000      
23.2800        	213.0000       	1047.0000      
23.2810        	213.0000       	1047.0000      
23.2820        	213.0000       	1047.0000      
23.2830        	213.0000       	1047.0000      
23.2840        	213.0000       	1047.0000      
23.2850        	213.0000       	1047.0000      
23.2860        	213.0000       	1047.0000      
23.2870        	213.0000       	1047.0000      
23.2880        	213.0000       	1047.0000      
23.2890        	213.0000       	1047.0000      
23.2900        	213.0000       	1047.0000      
23.2910        	213.0000       	1047.0000      
23.2920        	213.0000       	1047.0000      
23.2930        	213.0000       	1047.0000      
23.2940        	213.0000       	1047.0000      
23.2950        	213.0000       	1047.0000      
23.2960        	213.0000       	1047.0000      
23.2970        	213.0000       	1047.0000      
23.2980        	213.0000       	1047.0000      
23.2990        	213.0000       	1047.0000      
23.3000        	213.0000       	1047.0000      
23.3010        	213.0000       	1047.0000      
23.3020        	213.0000       	1047.0000      
23.3030        	213.0000       	1047.0000      
23.3040        	213.0000       	1047.0000      
23.3050        	213.0000       	1047.0000      
23.3060        	213.0000       	1047.0000      
23.3070        	213.0000       	1047.0000      
23.3080        	213.0000       	1047.0000      
23.3090        	213.0000       	1047.0000      
23.3100        	213.0000       	1047.0000      
23.3110        	213.0000       	1047.0000      
23.3120        	213.0000       	1047.0000      
23.3130        	213.0000       	1047.0000      
23.3140        	213.0000       	1047.0000      
23.3150        	213.0000       	1047.0000      
23.3160        	213.0000       	1047.0000      
23.3170        	213.0000       	1047.0000      
23.3180        	213.0000       	1047.0000      
23.3190        	213.0000       	1047.0000      
23.3200        	213.0000       	1047.0000      
23.3210        	213.0000       	1047.0000      
23.3220        	213.0000       	1047.0000      
23.3230        	213.0000       	1047.0000      
23.3240        	213.0000       	1047.0000      
23.3250        	213.0000       	1047.0000      
23.3260        	213.0000       	1047.0000      
23.3270        	213.0000       	1047.0000      
23.3280        	213.0000       	1047.0000      
23.3290        	213.0000       	1047.0000      
23.3300        	213.0000       	1047.0000      
23.3310        	213.0000       	1047.0000      
23.3320        	213.0000       	1047.0000      
23.3330        	213.0000       	1047.0000      
23.3340        	213.0000       	1047.0000      
23.3350        	213.0000       	1047.0000      
23.3360        	213.0000       	1047.0000      
23.3370        	213.0000       	1047.0000      
23.3380        	213.0000       	1047.0000      
23.3390        	213.0000       	1047.0000      
23.3400        	213.0000       	1047.0000      
23.3410        	213.0000       	1047.0000      
23.3420        	213.0000       	1047.0000      
23.3430        	213.0000       	1047.0000      
23.3440        	213.0000       	1047.0000      
23.3450        	213.0000       	1047.0000      
23.3460        	213.0000       	1047.0000      
23.3470        	213.0000       	1047.0000      
23.3480        	213.0000       	1047.0000      
23.3490        	213.0000       	1047.0000      
23.3500        	213.0000       	1047.0000      
23.3510        	213.0000       	1047.0000      
23.3520        	213.0000       	1047.0000      
23.3530        	213.0000       	1047.0000      
23.3540        	213.0000       	1047.0000      
23.3550        	213.0000       	1047.0000      
23.3560        	213.0000       	1047.0000      
23.3570        	213.0000       	1047.0000      
23.3580        	213.0000       	1047.0000      
23.3590        	213.0000       	1047.0000      
23.3600        	213.0000       	1047.0000      
23.3610        	213.0000       	1047.0000      
23.3620        	213.0000       	1047.0000      
23.3630        	213.0000       	1047.0000      
23.3640        	213.0000       	1047.0000      
23.3650        	213.0000       	1047.0000      
23.3660        	213.0000       	1047.0000      
23.3670        	213.0000       	1047.0000      
23.3680        	213.0000       	1047.0000      
23.3690        	213.0000       	1047.0000      
23.3700        	213.0000       	1047.0000      
23.3710        	213.0000       	1047.0000      
23.3720        	213.0000       	1047.0000      
23.3730        	213.0000       	1047.0000      
23.3740        	213.0000       	1047.0000      
23.3750        	213.0000       	1047.0000      
23.3760        	213.0000       	1047.0000      
23.3770        	213.0000       	1047.0000      
23.3780        	213.0000       	1047.0000      
23.3790        	213.0000       	1047.0000      
23.3800        	213.0000       	1047.0000      
23.3810        	213.0000       	1047.0000      
23.3820        	213.0000       	1047.0000      
23.3830        	213.0000       	1047.0000      
23.3840        	213.0000       	1047.0000      
23.3850        	213.0000       	1047.0000      
23.3860        	213.0000       	1047.0000      
23.3870        	213.0000       	1047.0000      
23.3880        	213.0000       	1047.0000      
23.3890        	213.0000       	1047.0000      
23.3900        	213.0000       	1047.0000      
23.3910        	213.0000       	1047.0000      
23.3920        	213.0000       	1047.0000      
23.3930        	213.0000       	1047.0000      
23.3940        	213.0000       	1047.0000      
23.3950        	213.0000       	1047.0000      
23.3960        	213.0000       	1047.0000      
23.3970        	213.0000       	1047.0000      
23.3980        	213.0000       	1047.0000      
23.3990        	213.0000       	1047.0000      
23.4000        	213.0000       	1047.0000      
23.4010        	213.0000       	1047.0000      
23.4020        	213.0000       	1047.0000      
23.4030        	213.0000       	1047.0000      
23.4040        	213.0000       	1047.0000      
23.4050        	213.0000       	1047.0000      
23.4060        	213.0000       	1047.0000      
23.4070        	213.0000       	1047.0000      
23.4080        	213.0000       	1047.0000      
23.4090        	213.0000       	1047.0000      
23.4100        	213.0000       	1047.0000      
23.4110        	213.0000       	1047.0000      
23.4120        	213.0000       	1047.0000      
23.4130        	213.0000       	1047.0000      
23.4140        	213.0000       	1047.0000      
23.4150        	213.0000       	1047.0000      
23.4160        	213.0000       	1047.0000      
23.4170        	213.0000       	1047.0000      
23.4180        	213.0000       	1047.0000      
23.4190        	213.0000       	1047.0000      
23.4200        	213.0000       	1047.0000      
23.4210        	213.0000       	1047.0000      
23.4220        	213.0000       	1047.0000      
23.4230        	213.0000       	1047.0000      
23.4240        	213.0000       	1047.0000      
23.4250        	213.0000       	1047.0000      
23.4260        	213.0000       	1047.0000      
23.4270        	213.0000       	1047.0000      
23.4280        	213.0000       	1047.0000      
23.4290        	213.0000       	1047.0000      
23.4300        	213.0000       	1047.0000      
23.4310        	213.0000       	1047.0000      
23.4320        	213.0000       	1047.0000      
23.4330        	213.0000       	1047.0000      
23.4340        	213.0000       	1047.0000      
23.4350        	213.0000       	1047.0000      
23.4360        	213.0000       	1047.0000      
23.4370        	213.0000       	1047.0000      
23.4380        	213.0000       	1047.0000      
23.4390        	213.0000       	1047.0000      
23.4400        	213.0000       	1047.0000      
23.4410        	213.0000       	1047.0000      
23.4420        	213.0000       	1047.0000      
23.4430        	213.0000       	1047.0000      
23.4440        	213.0000       	1047.0000      
23.4450        	213.0000       	1047.0000      
23.4460        	213.0000       	1047.0000      
23.4470        	213.0000       	1047.0000      
23.4480        	213.0000       	1047.0000      
23.4490        	213.0000       	1047.0000      
23.4500        	213.0000       	1047.0000      
23.4510        	213.0000       	1047.0000      
23.4520        	213.0000       	1047.0000      
23.4530        	213.0000       	1047.0000      
23.4540        	213.0000       	1047.0000      
23.4550        	213.0000       	1047.0000      
23.4560        	213.0000       	1047.0000      
23.4570        	213.0000       	1047.0000      
23.4580        	213.0000       	1047.0000      
23.4590        	213.0000       	1047.0000      
23.4600        	213.0000       	1047.0000      
23.4610        	213.0000       	1047.0000      
23.4620        	213.0000       	1047.0000      
23.4630        	213.0000       	1047.0000      
23.4640        	213.0000       	1047.0000      
23.4650        	213.0000       	1047.0000      
23.4660        	213.0000       	1047.0000      
23.4670        	213.0000       	1047.0000      
23.4680        	213.0000       	1047.0000      
23.4690        	213.0000       	1047.0000      
23.4700        	213.0000       	1047.0000      
23.4710        	213.0000       	1047.0000      
23.4720        	213.0000       	1047.0000      
23.4730        	213.0000       	1047.0000      
23.4740        	213.0000       	1047.0000      
23.4750        	213.0000       	1047.0000      
23.4760        	213.0000       	1047.0000      
23.4770        	213.0000       	1047.0000      
23.4780        	213.0000       	1047.0000      
23.4790        	213.0000       	1047.0000      
23.4800        	213.0000       	1047.0000      
23.4810        	213.0000       	1047.0000      
23.4820        	213.0000       	1047.0000      
23.4830        	213.0000       	1047.0000      
23.4840        	213.0000       	1047.0000      
23.4850        	213.0000       	1047.0000      
23.4860        	213.0000       	1047.0000      
23.4870        	213.0000       	1047.0000      
